userID,productID,productName,rating,timestamp,hasPurchased,Price,productReviewComment,Description,category
62,6058,Final Destination 2 (2003),3.5,1525555053,Null,Null,"Tag: sequel, Rating: 3.5",sequel,Horror|Thriller
62,6058,Final Destination 2 (2003),3.5,1525555051,Null,Null,"Tag: violent, Rating: 3.5",violent,Horror|Thriller
62,6534,Hulk (2003),3.5,1525554096,Null,Null,"Tag: dogs, Rating: 3.5",dogs,Action|Adventure|Sci-Fi
62,6534,Hulk (2003),3.5,1525554086,Null,Null,"Tag: Eric Bana, Rating: 3.5",Eric Bana,Action|Adventure|Sci-Fi
62,6534,Hulk (2003),3.5,1525554098,Null,Null,"Tag: mad scientist, Rating: 3.5",mad scientist,Action|Adventure|Sci-Fi
62,6534,Hulk (2003),3.5,1525554100,Null,Null,"Tag: marvel, Rating: 3.5",marvel,Action|Adventure|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554054,Null,Null,"Tag: captain nemo, Rating: 3.5",captain nemo,Action|Fantasy|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554028,Null,Null,"Tag: comic book, Rating: 3.5",comic book,Action|Fantasy|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554056,Null,Null,"Tag: gothic, Rating: 3.5",gothic,Action|Fantasy|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554040,Null,Null,"Tag: Peta Wilson, Rating: 3.5",Peta Wilson,Action|Fantasy|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554026,Null,Null,"Tag: Sean Connery, Rating: 3.5",Sean Connery,Action|Fantasy|Sci-Fi
62,6541,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",3.5,1525554051,Null,Null,"Tag: superhero, Rating: 3.5",superhero,Action|Fantasy|Sci-Fi
62,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),3.5,1525554439,Null,Null,"Tag: adventure, Rating: 3.5",adventure,Action|Adventure|Comedy|Romance|Thriller
62,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),3.5,1525554432,Null,Null,"Tag: Angelina Jolie, Rating: 3.5",Angelina Jolie,Action|Adventure|Comedy|Romance|Thriller
62,6564,Lara Croft Tomb Raider: The Cradle of Life (2003),3.5,1525554441,Null,Null,"Tag: heroine in tight suit, Rating: 3.5",heroine in tight suit,Action|Adventure|Comedy|Romance|Thriller
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152558,Null,Null,"Tag: Adventure, Rating: 5.0",Adventure,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152578,Null,Null,"Tag: ensemble cast, Rating: 5.0",ensemble cast,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152556,Null,Null,"Tag: fantasy, Rating: 5.0",fantasy,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152571,Null,Null,"Tag: fantasy world, Rating: 5.0",fantasy world,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152575,Null,Null,"Tag: great soundtrack, Rating: 5.0",great soundtrack,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152581,Null,Null,"Tag: lord of the rings, Rating: 5.0",lord of the rings,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152580,Null,Null,"Tag: scenic, Rating: 5.0",scenic,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152577,Null,Null,"Tag: stylized, Rating: 5.0",stylized,Action|Adventure|Drama|Fantasy
62,7153,"Lord of the Rings: The Return of the King, The (2003)",5.0,1528152561,Null,Null,"Tag: Tolkien, Rating: 5.0",Tolkien,Action|Adventure|Drama|Fantasy
62,8641,Anchorman: The Legend of Ron Burgundy (2004),4.0,1526249138,Null,Null,"Tag: hilarious, Rating: 4.0",hilarious,Comedy
62,8641,Anchorman: The Legend of Ron Burgundy (2004),4.0,1526249156,Null,Null,"Tag: Steve Carell, Rating: 4.0",Steve Carell,Comedy
62,8641,Anchorman: The Legend of Ron Burgundy (2004),4.0,1526249135,Null,Null,"Tag: Will Ferrell, Rating: 4.0",Will Ferrell,Comedy
62,27660,"Animatrix, The (2003)",4.5,1525554490,Null,Null,"Tag: animation, Rating: 4.5",animation,Action|Animation|Drama|Sci-Fi
62,27660,"Animatrix, The (2003)",4.5,1525554488,Null,Null,"Tag: anime, Rating: 4.5",anime,Action|Animation|Drama|Sci-Fi
62,27660,"Animatrix, The (2003)",4.5,1525554486,Null,Null,"Tag: cyberpunk, Rating: 4.5",cyberpunk,Action|Animation|Drama|Sci-Fi
62,27660,"Animatrix, The (2003)",4.5,1525554500,Null,Null,"Tag: dark, Rating: 4.5",dark,Action|Animation|Drama|Sci-Fi
62,27660,"Animatrix, The (2003)",4.5,1525554493,Null,Null,"Tag: Matrix, Rating: 4.5",Matrix,Action|Animation|Drama|Sci-Fi
62,27660,"Animatrix, The (2003)",4.5,1525554491,Null,Null,"Tag: sci-fi, Rating: 4.5",sci-fi,Action|Animation|Drama|Sci-Fi
62,27706,Lemony Snicket's A Series of Unfortunate Events (2004),4.0,1526248598,Null,Null,"Tag: dark comedy, Rating: 4.0",dark comedy,Adventure|Children|Comedy|Fantasy
62,27706,Lemony Snicket's A Series of Unfortunate Events (2004),4.0,1526248575,Null,Null,"Tag: Jim Carrey, Rating: 4.0",Jim Carrey,Adventure|Children|Comedy|Fantasy
62,27706,Lemony Snicket's A Series of Unfortunate Events (2004),4.0,1526248580,Null,Null,"Tag: meryl streep, Rating: 4.0",meryl streep,Adventure|Children|Comedy|Fantasy
62,27706,Lemony Snicket's A Series of Unfortunate Events (2004),4.0,1526248553,Null,Null,"Tag: quirky, Rating: 4.0",quirky,Adventure|Children|Comedy|Fantasy
62,27706,Lemony Snicket's A Series of Unfortunate Events (2004),4.0,1526248601,Null,Null,"Tag: stylized, Rating: 4.0",stylized,Adventure|Children|Comedy|Fantasy
62,27808,Spanglish (2004),4.0,1525554900,Null,Null,"Tag: Adam Sandler, Rating: 4.0",Adam Sandler,Comedy|Drama|Romance
62,27808,Spanglish (2004),4.0,1525554919,Null,Null,"Tag: family, Rating: 4.0",family,Comedy|Drama|Romance
62,27808,Spanglish (2004),4.0,1525554922,Null,Null,"Tag: sweet, Rating: 4.0",sweet,Comedy|Drama|Romance
62,27831,Layer Cake (2004),4.5,1532723304,Null,Null,"Tag: British gangster, Rating: 4.5",British gangster,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723364,Null,Null,"Tag: confusing, Rating: 4.5",confusing,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723305,Null,Null,"Tag: daniel craig, Rating: 4.5",daniel craig,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723355,Null,Null,"Tag: Exquisite plotting., Rating: 4.5",Exquisite plotting.,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723369,Null,Null,"Tag: organized crime, Rating: 4.5",organized crime,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723356,Null,Null,"Tag: stylish, Rating: 4.5",stylish,Crime|Drama|Thriller
62,27831,Layer Cake (2004),4.5,1532723359,Null,Null,"Tag: Tom Hardy, Rating: 4.5",Tom Hardy,Crime|Drama|Thriller
62,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.5,1525869041,Null,Null,"Tag: anime, Rating: 3.5",anime,Adventure|Animation|Fantasy|Romance
62,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.5,1525869051,Null,Null,"Tag: fantasy world, Rating: 3.5",fantasy world,Adventure|Animation|Fantasy|Romance
62,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.5,1525869046,Null,Null,"Tag: Hayao Miyazaki, Rating: 3.5",Hayao Miyazaki,Adventure|Animation|Fantasy|Romance
62,31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),3.5,1525869044,Null,Null,"Tag: Studio Ghibli, Rating: 3.5",Studio Ghibli,Adventure|Animation|Fantasy|Romance
62,33162,Kingdom of Heaven (2005),4.0,1525554605,Null,Null,"Tag: David Thewlis, Rating: 4.0",David Thewlis,Action|Drama|Romance|War
62,33162,Kingdom of Heaven (2005),4.0,1525554550,Null,Null,"Tag: Eva Green, Rating: 4.0",Eva Green,Action|Drama|Romance|War
62,33162,Kingdom of Heaven (2005),4.0,1525554577,Null,Null,"Tag: Liam Neeson, Rating: 4.0",Liam Neeson,Action|Drama|Romance|War
62,33162,Kingdom of Heaven (2005),4.0,1525554511,Null,Null,"Tag: Orlando Bloom, Rating: 4.0",Orlando Bloom,Action|Drama|Romance|War
62,34150,Fantastic Four (2005),3.0,1525554141,Null,Null,"Tag: Chris Evans, Rating: 3.0",Chris Evans,Action|Adventure|Sci-Fi
62,34150,Fantastic Four (2005),3.0,1525554003,Null,Null,"Tag: comic book, Rating: 3.0",comic book,Action|Adventure|Sci-Fi
62,34150,Fantastic Four (2005),3.0,1525554138,Null,Null,"Tag: heroine in tight suit, Rating: 3.0",heroine in tight suit,Action|Adventure|Sci-Fi
62,34150,Fantastic Four (2005),3.0,1525554127,Null,Null,"Tag: Jessica Alba, Rating: 3.0",Jessica Alba,Action|Adventure|Sci-Fi
62,34150,Fantastic Four (2005),3.0,1525554144,Null,Null,"Tag: sexy female scientist, Rating: 3.0",sexy female scientist,Action|Adventure|Sci-Fi
62,34150,Fantastic Four (2005),3.0,1525553977,Null,Null,"Tag: superhero, Rating: 3.0",superhero,Action|Adventure|Sci-Fi
62,37729,Corpse Bride (2005),4.0,1530310527,Null,Null,"Tag: gothic, Rating: 4.0",gothic,Animation|Comedy|Fantasy|Musical|Romance
62,37729,Corpse Bride (2005),4.0,1530310534,Null,Null,"Tag: helena bonham carter, Rating: 4.0",helena bonham carter,Animation|Comedy|Fantasy|Musical|Romance
62,37729,Corpse Bride (2005),4.0,1530310529,Null,Null,"Tag: Johnny Depp, Rating: 4.0",Johnny Depp,Animation|Comedy|Fantasy|Musical|Romance
62,37729,Corpse Bride (2005),4.0,1530310526,Null,Null,"Tag: Tim Burton, Rating: 4.0",Tim Burton,Animation|Comedy|Fantasy|Musical|Romance
62,37729,Corpse Bride (2005),4.0,1530310541,Null,Null,"Tag: visually appealing, Rating: 4.0",visually appealing,Animation|Comedy|Fantasy|Musical|Romance
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723380,Null,Null,"Tag: black comedy, Rating: 4.0",black comedy,Comedy|Crime|Mystery|Thriller
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723403,Null,Null,"Tag: clever, Rating: 4.0",clever,Comedy|Crime|Mystery|Thriller
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723406,Null,Null,"Tag: fast-paced dialogue, Rating: 4.0",fast-paced dialogue,Comedy|Crime|Mystery|Thriller
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723428,Null,Null,"Tag: good dialogue, Rating: 4.0",good dialogue,Comedy|Crime|Mystery|Thriller
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723408,Null,Null,"Tag: Robert Downey Jr., Rating: 4.0",Robert Downey Jr.,Comedy|Crime|Mystery|Thriller
62,38061,Kiss Kiss Bang Bang (2005),4.0,1532723402,Null,Null,"Tag: witty, Rating: 4.0",witty,Comedy|Crime|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637064,Null,Null,"Tag: adventure, Rating: 3.5",adventure,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637075,Null,Null,"Tag: Audrey Tautou, Rating: 3.5",Audrey Tautou,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637062,Null,Null,"Tag: conspiracy theory, Rating: 3.5",conspiracy theory,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637081,Null,Null,"Tag: Mystery, Rating: 3.5",Mystery,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637079,Null,Null,"Tag: Paris, Rating: 3.5",Paris,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637067,Null,Null,"Tag: Tom Hanks, Rating: 3.5",Tom Hanks,Drama|Mystery|Thriller
62,45447,"Da Vinci Code, The (2006)",3.5,1525637084,Null,Null,"Tag: treasure hunt, Rating: 3.5",treasure hunt,Drama|Mystery|Thriller
62,46723,Babel (2006),3.0,1525554217,Null,Null,"Tag: Brad Pitt, Rating: 3.0",Brad Pitt,Drama|Thriller
62,46723,Babel (2006),3.0,1525554227,Null,Null,"Tag: cate blanchett, Rating: 3.0",cate blanchett,Drama|Thriller
62,46723,Babel (2006),3.0,1525554215,Null,Null,"Tag: multiple storylines, Rating: 3.0",multiple storylines,Drama|Thriller
62,46723,Babel (2006),3.0,1525554246,Null,Null,"Tag: social commentary, Rating: 3.0",social commentary,Drama|Thriller
62,46972,Night at the Museum (2006),4.0,1525554254,Null,Null,"Tag: Ben Stiller, Rating: 4.0",Ben Stiller,Action|Comedy|Fantasy|IMAX
62,46972,Night at the Museum (2006),4.0,1525554255,Null,Null,"Tag: Robin Williams, Rating: 4.0",Robin Williams,Action|Comedy|Fantasy|IMAX
62,46976,Stranger than Fiction (2006),4.0,1536874692,Null,Null,"Tag: emma thompson, Rating: 4.0",emma thompson,Comedy|Drama|Fantasy|Romance
62,46976,Stranger than Fiction (2006),4.0,1536874655,Null,Null,"Tag: Maggie Gyllenhaal, Rating: 4.0",Maggie Gyllenhaal,Comedy|Drama|Fantasy|Romance
62,46976,Stranger than Fiction (2006),4.0,1536874658,Null,Null,"Tag: modern fantasy, Rating: 4.0",modern fantasy,Comedy|Drama|Fantasy|Romance
62,46976,Stranger than Fiction (2006),4.0,1536874651,Null,Null,"Tag: romance, Rating: 4.0",romance,Comedy|Drama|Fantasy|Romance
62,46976,Stranger than Fiction (2006),4.0,1536874662,Null,Null,"Tag: surreal, Rating: 4.0",surreal,Comedy|Drama|Fantasy|Romance
62,46976,Stranger than Fiction (2006),4.0,1536874653,Null,Null,"Tag: Will Ferrell, Rating: 4.0",Will Ferrell,Comedy|Drama|Fantasy|Romance
62,49130,"Good Year, A (2006)",4.0,1526582371,Null,Null,"Tag: Marion Cotillard, Rating: 4.0",Marion Cotillard,Comedy|Drama|Romance
62,49530,Blood Diamond (2006),4.5,1536874706,Null,Null,"Tag: Africa, Rating: 4.5",Africa,Action|Adventure|Crime|Drama|Thriller|War
62,49530,Blood Diamond (2006),4.5,1536874704,Null,Null,"Tag: corruption, Rating: 4.5",corruption,Action|Adventure|Crime|Drama|Thriller|War
62,49530,Blood Diamond (2006),4.5,1536874701,Null,Null,"Tag: Jennifer Connelly, Rating: 4.5",Jennifer Connelly,Action|Adventure|Crime|Drama|Thriller|War
62,49530,Blood Diamond (2006),4.5,1536874709,Null,Null,"Tag: justice, Rating: 4.5",justice,Action|Adventure|Crime|Drama|Thriller|War
62,49530,Blood Diamond (2006),4.5,1536874698,Null,Null,"Tag: Leonardo DiCaprio, Rating: 4.5",Leonardo DiCaprio,Action|Adventure|Crime|Drama|Thriller|War
